Antiques	Maps, Atlases &amp; Globes	Globes	Unknown		6
Antiques	Maps, Atlases &amp; Globes	Mixed Lots			28
Antiques	Maps, Atlases &amp; Globes	Reproductions			761
Antiques	Maps, Atlases &amp; Globes	Other			204
Antiques	Maritime	Anchors			41
Antiques	Maritime	Bells &amp; Whistles			119
Antiques	Maritime	Blueprints			28
Antiques	Maritime	Charts			92
Antiques	Maritime	Cleats &amp; Chocks			5
Antiques	Maritime	Clocks			289
Antiques	Maritime	Compasses			412
Antiques	Maritime	Diving Helmets			184
Antiques	Maritime	Fishing Nets &amp; Floats			458
Antiques	Maritime	Folk Art			33
Antiques	Maritime	Harpoons			14
Antiques	Maritime	Lamps &amp; Lighting			243
Antiques	Maritime	Model Ships			416
Antiques	Maritime	Parallel Rules			2
Antiques	Maritime	Plaques &amp; Signs			111
Antiques	Maritime	Portholes			141
Antiques	Maritime	Propellers			96
Antiques	Maritime	Pulleys			18
Antiques	Maritime	Scrimshaws			190
Antiques	Maritime	Sextants			160
Antiques	Maritime	Telegraphs			11
Antiques	Maritime	Telescopes			179
Antiques	Maritime	Wheels			132
Antiques	Maritime	Reproductions			264
Antiques	Maritime	Other			580
Antiques	Mercantile, Trades &amp; Factories	Barber Chairs			120
Antiques	Mercantile, Trades &amp; Factories	Binding, Embossing &amp; Printing			97
Antiques	Mercantile, Trades &amp; Factories	Cash Register, Adding Machines			158
Antiques	Mercantile, Trades &amp; Factories	Display Cases			38
Antiques	Mercantile, Trades &amp; Factories	Industrial Molds			75
Antiques	Mercantile, Trades &amp; Factories	Safes &amp; Still Banks			17
Antiques	Mercantile, Trades &amp; Factories	Scales			289
Antiques	Mercantile, Trades &amp; Factories	Typewriters			191
Antiques	Mercantile, Trades &amp; Factories	Other			136
Antiques	Musical Instruments (Pre-1930)	Brass			29
Antiques	Musical Instruments (Pre-1930)	Keyboard			87
Antiques	Musical Instruments (Pre-1930)	Percussion			16
Antiques	Musical Instruments (Pre-1930)	String			251
Antiques	Musical Instruments (Pre-1930)	Wind			38
Antiques	Musical Instruments (Pre-1930)	Reproductions			3
Antiques	Musical Instruments (Pre-1930)	Price Guides &amp; Publications			1
Antiques	Musical Instruments (Pre-1930)	Other			73
Antiques	Periods &amp; Styles	Aesthetic Movement			40
Antiques	Periods &amp; Styles	Art Deco			2109
Antiques	Periods &amp; Styles	Art Nouveau			876
Antiques	Periods &amp; Styles	Arts &amp; Crafts Movement			807
Antiques	Periods &amp; Styles	Mid-Century Modernism			5009
Antiques	Periods &amp; Styles	Victorian			806
Antiques	Periods &amp; Styles	Price Guides &amp; Publications			4
Antiques	Periods &amp; Styles	Other			78
Antiques	Primitives				18654
Antiques	Restoration &amp; Care	Cleaners &amp; Polish			60
Antiques	Restoration &amp; Care	Software			10
Antiques	Restoration &amp; Care	Storage &amp; Display			13
Antiques	Restoration &amp; Care	Other			71
